timestamp,token_volume,transaction_count,unique_wallets,new_wallets,sniper_tx_count,wash_tx_count,avg_tx_size
2025-01-22 05:00:00,2015636024.6530163,37569,2749,770,0.0,33936.0,62904.16498221704
2025-01-22 06:00:00,1395076471.7673738,24641,2733,892,0.0,21113.0,69249.03276857141
2025-01-22 07:00:00,935412751.0952114,24231,2522,815,0.0,20896.0,59821.44984971183
2025-01-22 08:00:00,589684578.7157141,27116,2808,888,0.0,23442.0,34874.644372552924
2025-01-22 09:00:00,890011362.1856103,28018,2588,821,0.0,24765.0,42739.89759183566
2025-01-22 10:00:00,510222089.71680063,25766,2355,787,0.0,22820.0,25187.450254899115
2025-01-22 11:00:00,1580789676.1573122,30837,2475,879,0.0,27596.0,59084.037298665346
2025-01-22 12:00:00,993513937.973573,25978,2513,872,0.0,22603.0,48909.03448412156
2025-01-22 13:00:00,973974237.0564916,24653,2749,915,0.0,21254.0,53999.23584700307
2025-01-22 14:00:00,1233194691.8912103,32070,3167,1025,0.0,27591.0,48944.50534020685
2025-01-22 15:00:00,890276775.9347777,31604,3647,1078,0.0,27039.0,38683.99588833828
2025-01-22 16:00:00,1001472941.0687003,28077,3519,1039,0.0,23808.0,50668.3255452146
2025-01-22 17:00:00,990575305.4934815,28443,3025,1013,0.0,24745.0,48582.71017708484
2025-01-22 18:00:00,1073552544.7421408,31245,2972,925,0.0,27645.0,41562.33272204874
2025-01-22 19:00:00,1271163915.7305348,31516,3235,972,0.0,27337.0,51594.25943244854
2025-01-22 20:00:00,1641780200.6984537,28854,3782,1227,0.0,23845.0,75416.50293944025
2025-01-22 21:00:00,977925475.2657045,21720,2935,948,0.0,18030.0,63944.66779294921
2025-01-22 22:00:00,1484975512.5011535,28651,2886,882,0.0,25028.0,73605.27500994645
2025-01-22 23:00:00,1251020159.012336,35697,3125,923,0.0,31813.0,50864.01238502881
2025-01-23 00:00:00,978650599.587321,28082,2497,737,0.0,25005.0,41934.99313844685
2025-01-23 01:00:00,1324733487.019655,24714,2386,640,0.0,21687.0,62657.783446355796
2025-01-23 02:00:00,1608175932.8080297,27415,2364,654,0.0,24431.0,69607.42443430297
2025-01-23 03:00:00,1082907249.9604616,25202,2161,589,0.0,22411.0,54587.91376996484
2025-01-23 04:00:00,1013141931.2753824,31123,2297,634,0.0,28357.0,43770.270542848026
2025-01-23 05:00:00,720294686.9692419,23501,2258,701,0.0,20725.0,39101.231897322
2025-01-23 06:00:00,1440195950.0891447,35507,3185,905,0.0,31450.0,56864.79251499836
2025-01-23 07:00:00,493178064.9626122,19228,2685,797,0.0,15922.0,38689.76183085726
2025-01-23 08:00:00,853875200.0756257,32926,2889,908,0.0,29105.0,39195.632325459876
2025-01-23 09:00:00,962197001.9146936,28213,3525,1060,0.0,23793.0,66794.31201210491
2025-01-23 10:00:00,575132411.0204788,25927,2765,865,0.0,22629.0,39984.74866133308
2025-01-23 11:00:00,882874174.8957541,20489,2745,825,0.0,17101.0,60224.1578615054
2025-01-23 12:00:00,711376715.5667263,17231,2785,921,0.0,13845.0,71785.12113102278
2025-01-23 13:00:00,1270079416.5192003,25999,3679,1141,0.0,21002.0,102280.39674590799
2025-01-23 14:00:00,1638681292.1446161,25874,3345,1012,0.0,21377.0,87204.00564209977
2025-01-23 15:00:00,1118928767.1552708,16923,2915,924,0.0,13295.0,109681.62401068254
2025-01-23 16:00:00,1403303812.5906415,28543,2919,864,0.0,24795.0,68759.8752862874
2025-01-23 17:00:00,835685461.4675455,13955,2413,737,0.0,11117.0,87302.22464557987
